iter	Passed	Remaining
753	7189	2345
754	7197	2335
755	7206	2325
756	7214	2315
757	7224	2306
758	7232	2296
759	7239	2286
760	7247	2276
761	7255	2266
762	7263	2256
763	7271	2246
764	7278	2235
765	7286	2225
766	7293	2215
767	7301	2205
768	7309	2195
769	7316	2185
770	7324	2175
771	7334	2166
772	7345	2157
773	7357	2148
774	7366	2138
775	7374	2128
776	7382	2118
777	7391	2109
778	7401	2099
779	7410	2090
780	7417	2080
781	7426	2070
782	7434	2060
783	7442	2050
784	7450	2040
785	7458	2030
786	7467	2021
787	7476	2011
788	7484	2001
789	7491	1991
790	7499	1981
791	7507	1971
792	7515	1961
793	7523	1951
794	7531	1942
795	7541	1932
796	7550	1923
797	7563	1914
798	7587	1908
799	7601	1900
800	7611	1891
801	7627	1883
802	7638	1873
803	7649	1864
804	7660	1855
805	7669	1845
806	7679	1836
807	7688	1826
808	7693	1816
809	7702	1806
810	7709	1796
811	7720	1787
812	7729	1777
813	7737	1768
814	7747	1758
815	7755	1748
816	7765	1739
817	7775	1730
818	7784	1720
819	7792	1710
820	7801	1701
821	7809	1691
822	7818	1681
823	7826	1671
824	7835	1662
825	7842	1652
826	7851	1642
827	7859	1632
828	7869	1623
829	7877	1613
830	7885	1603
831	7892	1593
832	7900	1583
833	7908	1574
834	7916	1564
835	7924	1554
836	7932	1544
837	7939	1534
838	7955	1526
839	7972	1518
840	7985	1509
841	7993	1499
842	8001	1490
843	8009	1480
844	8018	1470
845	8027	1461
846	8035	1451
847	8042	1441
848	8050	1431
849	8058	1422
850	8067	1412
851	8074	1402
852	8082	1392
853	8090	1383
854	8099	1373
855	8108	1363
856	8115	1354
857	8124	1344
858	8131	1334
859	8139	1325
860	8147	1315
861	8157	1305
862	8166	1296
863	8176	1286
864	8184	1277
865	8192	1267
866	8200	1258
867	8208	1248
868	8216	1238
869	8225	1229
870	8233	1219
871	8241	1209
872	8249	1200
873	8257	1190
874	8265	1180
875	8273	1171
876	8283	1161
877	8291	1152
878	8299	1142
879	8307	1132
880	8314	1123
881	8322	1113
882	8330	1103
883	8337	1094
884	8345	1084
885	8353	1074
886	8366	1065
887	8376	1056
888	8385	1047
889	8395	1037
890	8404	1028
891	8412	1018
892	8419	1008
893	8427	999
894	8436	989
895	8444	980
896	8451	970
897	8459	960
898	8467	951
899	8475	941
900	8485	932
901	8493	922
902	8500	913
903	8509	903
904	8516	894
905	8524	884
906	8532	874
907	8539	865
908	8547	855
909	8555	846
910	8562	836
911	8572	827
912	8581	817
913	8591	808
914	8601	799
915	8609	789
916	8617	779
917	8625	770
918	8634	761
919	8642	751
920	8650	742
921	8664	733
922	8680	724
923	8699	715
924	8707	706
925	8717	696
926	8728	687
927	8738	678
928	8756	669
929	8765	659
930	8776	650
931	8787	641
932	8795	631
933	8804	622
934	8812	612
935	8820	603
936	8828	593
937	8837	584
938	8844	574
939	8852	565
940	8860	555
941	8868	546
942	8876	536
943	8884	527
944	8892	517
945	8901	508
946	8909	498
947	8925	489
948	8939	480
949	8947	470
950	8956	461
951	8963	451
952	8971	442
953	8980	433
954	8988	423
955	8997	414
956	9006	404
957	9014	395
958	9021	385
959	9030	376
960	9039	366
961	9047	357
962	9055	347
963	9063	338
964	9071	329
965	9080	319
966	9088	310
967	9096	300
968	9104	291
969	9112	281
970	9119	272
971	9127	262
972	9136	253
973	9143	244
974	9153	234
975	9161	225
976	9169	215
977	9177	206
978	9186	197
979	9194	187
980	9203	178
981	9211	168
982	9219	159
983	9227	150
984	9236	140
985	9244	131
986	9251	121
987	9259	112
988	9267	103
989	9275	93
990	9283	84
991	9291	74
992	9299	65
993	9307	56
994	9317	46
995	9329	37
996	9337	28
997	9345	18
998	9353	9
999	9362	0
