iter	Logloss
0	0.6819795842
1	0.6709750826
2	0.6599380663
3	0.6497959601
4	0.6385665255
5	0.629566987
6	0.6191527761
7	0.6094363835
8	0.59840821
9	0.5901302357
10	0.5817453766
11	0.5724264144
12	0.5624874706
13	0.5531838447
14	0.5446615591
15	0.536918976
16	0.5302142345
17	0.5223704432
18	0.5154282201
19	0.5083942932
20	0.5023621202
21	0.4943412686
22	0.4863683014
23	0.4801469379
24	0.4725986069
25	0.4650462482
26	0.4587037489
27	0.452355947
28	0.4467522848
29	0.439483689
30	0.4325162717
31	0.4260516758
32	0.4207017889
33	0.4147937037
34	0.4083341015
35	0.4021101455
36	0.395925887
37	0.3911628366
38	0.3857396325
39	0.3807837151
40	0.3765722749
41	0.3724402967
42	0.367206351
43	0.3619521015
44	0.3575410381
45	0.3526178321
46	0.3484134518
47	0.3432592505
48	0.3394362371
49	0.3347222998
50	0.3306984874
51	0.3262702153
52	0.3224508563
53	0.3187197892
54	0.3155924598
55	0.3123003202
56	0.3080255874
57	0.3040763579
58	0.2998993028
59	0.2954931965
60	0.2917543052
61	0.2885267348
62	0.2852044122
63	0.2816092636
64	0.2783882963
65	0.2752341452
66	0.2721456136
67	0.2692386472
68	0.2665051219
69	0.2632231713
70	0.2603170899
71	0.2573170503
72	0.2543765232
73	0.2521528566
74	0.2495847373
75	0.2474970537
76	0.2446271005
77	0.2418234849
78	0.2387102809
79	0.2363482412
80	0.2334560657
81	0.2308004373
82	0.2284050942
83	0.2262239251
84	0.2232566533
85	0.2210726809
86	0.2189941736
87	0.2167694727
88	0.2146648088
89	0.2127216471
90	0.2104746109
91	0.2088055485
92	0.2067378355
93	0.2049960373
94	0.202742961
95	0.2006276322
96	0.1984424612
97	0.1965288107
98	0.1947714644
99	0.1925302995
100	0.191189304
101	0.1889911671
102	0.1873128924
103	0.1855172772
104	0.1837038367
105	0.182240463
106	0.1808241054
107	0.17933738
108	0.1773784363
109	0.1755326738
110	0.1738632058
111	0.1723337139
112	0.1705938863
113	0.1690057051
114	0.1672882474
115	0.1657242749
116	0.1646128217
117	0.163008853
118	0.1611755149
119	0.1596988338
120	0.1583899719
121	0.1568142285
122	0.1556448517
123	0.1545322392
124	0.1532312547
125	0.1520490179
126	0.151013769
127	0.1498816636
128	0.1483991207
129	0.1471402768
130	0.1459774626
131	0.1450585839
132	0.1437823001
133	0.1427481286
134	0.1417855544
135	0.1409654094
136	0.1397968964
137	0.1385642699
138	0.1371225017
139	0.1361752828
140	0.135196504
141	0.1340531836
142	0.1330691396
143	0.1318260838
144	0.1306526326
145	0.129682623
146	0.1286487258
147	0.1277900744
148	0.1272002729
149	0.1263763056
150	0.1256750247
151	0.1249954173
152	0.1245103984
153	0.1236605868
154	0.122831948
155	0.1218713502
156	0.1209471714
157	0.1201129258
158	0.1193934122
159	0.118559449
160	0.1176828021
161	0.1167172863
162	0.1161113201
163	0.115360546
164	0.1144013155
165	0.1137052304
166	0.1130735733
167	0.1123573807
168	0.1115022301
169	0.1107831623
170	0.1099567374
171	0.1092349288
172	0.1086130463
173	0.1080414639
174	0.107322465
175	0.1067468912
176	0.1059999732
177	0.1051603148
178	0.1045351394
179	0.1038338353
180	0.1032430806
181	0.1026388878
182	0.1019731025
183	0.1014157491
184	0.1007606009
185	0.1003859404
186	0.09986747163
187	0.09932538934
188	0.09872983286
189	0.0980616668
190	0.09764117762
191	0.09711115985
192	0.0967060705
193	0.09630028787
194	0.09575414273
195	0.0952404597
196	0.09456368329
197	0.09385834075
198	0.09337818213
199	0.09296779866
200	0.09255418744
201	0.09204055608
202	0.09151045916
203	0.09103209558
204	0.09040593425
205	0.08991742092
206	0.08945180982
207	0.08906835897
208	0.08858234539
